text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
Promoted alternative health care solutions on MSNBC’s Morning Joe earlier today: http://bit.ly/48qir5,Fri Oct 23 20:06:31 +0000 2009,False,other,promoted alternative health care solutions msnbc morning joe earlier today,promoted alternative health care solutions on msnbc s morning joe earlier today
"Samuelson on ""Obama's Malpractice"": http://bit.ly/jbMmo",Mon Nov 16 21:13:45 +0000 2009,False,other,samuelson obama malpractice,samuelson on obama s malpractice
The Majority's Deluge of Dollars and Debt: http://www.house.gov/ryan/PR/DollarsDebt.pdf,Wed Apr 22 15:23:00 +0000 2009,False,other,majority deluge dollars debt,the majority s deluge of dollars and debt
Summary of Republican Budget Alternative: http://www.house.gov/budget_republicans/press/2007/pr20090401_gopbudget_summary.pdf,Wed Apr 01 16:46:07 +0000 2009,False,other,summary republican budget alternative,summary of republican budget alternative
"In honor of my friend and mentor, Jack Kemp: http://tinyurl.com/PRonKemp",Sun May 03 16:11:20 +0000 2009,False,other,honor friend mentor jack kemp,in honor of my friend and mentor jack kemp
"Economic ""Stress Test"" of the President's budget: http://tinyurl.com/abhgnl",Fri Mar 06 14:50:23 +0000 2009,False,other,economic stress test president budget,economic stress test of the president s budget
BUDGET ALERT: $3.4 trillion and counting... http://bit.ly/dxiz5,Tue Aug 04 18:36:58 +0000 2009,False,other,budget alert trillion counting,budget alert trillion and counting
Response to recent MJS editorial - disagreeing w/ contributions doesn't negate their existence - http://tinyurl.com/PaulRyanMJS,Sun Dec 27 21:17:57 +0000 2009,False,other,response recent mjs editorial disagreeing w contributions negate existence,response to recent mjs editorial disagreeing w contributions doesn t negate their existence
What is really at stake in the health care debate? http://www.house.gov/ryan/audio/111th/71509jws.htm,Wed Jul 15 17:38:35 +0000 2009,False,other,really stake health care debate,what is really at stake in the health care debate
"Video from listening session in Eagle, WI: http://bit.ly/ecTeo",Tue Aug 25 23:47:30 +0000 2009,False,other,video listening session eagle wi,video from listening session in eagle wi
"Ltr to Economist: ""We're elected to solve problems, not punt on them. Americans should be treated like adults..."" http://tinyurl.com/ecmst",Fri Dec 04 18:22:59 +0000 2009,False,other,ltr economist elected solve problems punt americans treated like adults,ltr to economist we re elected to solve problems not punt on them americans should be treated like adults
More video from Gousha interview on health care and the so-called government-run 'option': http://www.wisn.com/video/19852431/index.html,Thu Jun 25 12:29:51 +0000 2009,False,other,video gousha interview health care called government run option,more video from gousha interview on health care and the so called government run option
HC bill premised on the philosophy that the govt knows best... Stopped by Heritage yesterday: http://tinyurl.com/HCpaternalism,Wed Nov 04 14:17:09 +0000 2009,False,other,hc bill premised philosophy govt knows best stopped heritage yesterday,hc bill premised on the philosophy that the govt knows best stopped by heritage yesterday
HR 3200 advocates continue to use free market rhetoric to sell inherently anti-market plan. MacIver Institute: http://tinyurl.com/PRmaciver,Wed Sep 02 19:47:27 +0000 2009,False,other,hr advocates continue use free market rhetoric sell inherently anti market plan maciver institute,hr advocates continue to use free market rhetoric to sell inherently anti market plan maciver institute
On Fox News this afternoon: http://tinyurl.com/PRyanFoxNews,Tue Jul 21 21:33:04 +0000 2009,False,other,fox news afternoon,on fox news this afternoon
"Spoke about deficits, health care and entitlement reform on CNBC's Squawk Box: http://bit.ly/EjyVZ",Wed Jun 10 14:19:21 +0000 2009,False,other,spoke deficits health care entitlement reform cnbc squawk box,spoke about deficits health care and entitlement reform on cnbc s squawk box
BUDGET ALERT: preview of the Administration's Mid-Session Review - http://tinyurl.com/budgetMSR,Fri Aug 21 14:54:27 +0000 2009,False,other,budget alert preview administration mid session review,budget alert preview of the administration s mid session review
http://bit.ly/4nKLlX,Thu Jul 30 16:31:39 +0000 2009,False,other, , 
WCLO audio from Janesville: http://bit.ly/JSbY9,Fri Aug 28 00:22:31 +0000 2009,False,other,wclo audio janesville,wclo audio from janesville
Exposing fabricated savings in Administration's budget: http://tinyurl.com/falsesavings,Wed Mar 11 17:10:54 +0000 2009,False,other,exposing fabricated savings administration budget,exposing fabricated savings in administration s budget
Who should be at the center of health care in America? From Sunday's Milwaukee Journal Sentinel: http://tinyurl.com/pryanMJS,Mon Jul 20 13:35:40 +0000 2009,False,other,center health care america sunday milwaukee journal sentinel,who should be at the center of health care in america from sunday s milwaukee journal sentinel
Spoke with Tax Foundation: http://taxfoundation.org/podcasts/podcast20090304.mp3,Mon Mar 09 21:04:49 +0000 2009,False,other,spoke tax foundation,spoke with tax foundation
Spoke with Bill Bennett this morning about health care: http://tinyurl.com/bennettPR,Wed Jun 17 20:36:06 +0000 2009,False,other,spoke bill bennett morning health care,spoke with bill bennett this morning about health care
Spoke with Bill Bennett about the life and legacy of Jack Kemp: http://www.house.gov/ryan/audio/111th/5409bennett.htm,Mon May 04 16:27:10 +0000 2009,False,other,spoke bill bennett life legacy jack kemp,spoke with bill bennett about the life and legacy of jack kemp
From House floor - standing up in defense of the sanctity of life: http://bit.ly/2YQCxV,Sun Nov 08 01:16:48 +0000 2009,False,other,house floor standing defense sanctity life,from house floor standing up in defense of the sanctity of life
Will appear on 'Fox News Sunday with Chris Wallace' tomorrow: http://tinyurl.com/az2l4b,Sat Feb 28 19:28:59 +0000 2009,False,other,appear fox news sunday chris wallace tomorrow,will appear on fox news sunday with chris wallace tomorrow
"It's really about the role of government... 
On UpFront with Mike Gousha: http://bit.ly/2q7EzA",Tue Sep 01 14:15:03 +0000 2009,False,other,really role government upfront mike gousha,it s really about the role of government on upfront with mike gousha
Energy tax demonstrates just how distant and out of touch Washington is from Wisconsin: http://tinyurl.com/capandtaxPR,Thu Jul 09 22:50:27 +0000 2009,False,other,energy tax demonstrates distant touch washington wisconsin,energy tax demonstrates just how distant and out of touch washington is from wisconsin
BUDGET BOONDOGGLE ALERT - $1M worth of stimulus checks sent to thousands of convicted felons nationwide - http://tinyurl.com/9-8-09-BBA,Tue Sep 08 19:52:33 +0000 2009,False,other,budget boondoggle alert worth stimulus checks sent thousands convicted felons nationwide,budget boondoggle alert m worth of stimulus checks sent to thousands of convicted felons nationwide
Floor statement on 'cap-and-trade': http://www.house.gov/ryan/video/62609floor.htm,Thu Jul 09 22:49:09 +0000 2009,False,other,floor statement cap trade,floor statement on cap and trade
Sought to strike the government-run plan: http://bit.ly/PtlDd,Thu Jul 16 23:26:46 +0000 2009,False,other,sought strike government run plan,sought to strike the government run plan
Video from Miami University commencement address from earlier this year: http://bit.ly/C7eY3,Wed Sep 30 17:54:05 +0000 2009,False,other,video miami university commencement address earlier year,video from miami university commencement address from earlier this year
Will make the case for patient-centered health care this Friday at the National Press Club: http://tinyurl.com/NationalPressClub,Wed Jul 15 15:47:20 +0000 2009,False,other,make case patient centered health care friday national press club,will make the case for patient centered health care this friday at the national press club
Going after wasteful spending with Senators Feingold and McCain: http://tinyurl.com/afz4qp,Wed Mar 04 17:33:15 +0000 2009,False,other,going wasteful spending senators feingold mccain,going after wasteful spending with senators feingold and mccain
Shawn Tully highlights 5 key freedoms lost with gov't-centered health care overhaul: http://tinyurl.com/tullyarticle,Mon Jul 27 17:25:47 +0000 2009,False,other,shawn tully highlights key freedoms lost gov centered health care overhaul,shawn tully highlights key freedoms lost with gov t centered health care overhaul
Discussed President's reselling of same plan being pushed thru Congress. Audio: http://bit.ly/1wq0t,Thu Sep 10 16:42:17 +0000 2009,False,other,discussed president reselling plan pushed thru congress audio,discussed president s reselling of same plan being pushed thru congress audio
House Dems' latest political stunt/act of fiscal irresponsibility: http://bit.ly/3daM9X,Sat Nov 07 14:12:29 +0000 2009,False,other,house dems latest political stunt act fiscal irresponsibility,house dems latest political stunt act of fiscal irresponsibility
Seeking to bring discipline to the most fiscally irresponsible Congress of all time: http://bit.ly/wFFtr,Wed Jul 22 19:45:54 +0000 2009,False,other,seeking bring discipline fiscally irresponsible congress time,seeking to bring discipline to the most fiscally irresponsible congress of all time
Response to President's latest health care speech: http://bit.ly/2G5Lh7,Thu Sep 10 02:03:05 +0000 2009,False,other,response president latest health care speech,response to president s latest health care speech
Discussed Janesville Line Item Veto on WISN's 'Up Front with Mike Gousha': http://www.wisn.com/video/18935089/,Sun Mar 15 21:42:07 +0000 2009,False,other,discussed janesville line item veto wisn front mike gousha,discussed janesville line item veto on wisn s up front with mike gousha
"Local leader says its a low priority, but you're paying for it, so who cares? http://tinyurl.com/bridgeto",Thu Apr 02 17:34:12 +0000 2009,False,other,local leader says low priority paying cares,local leader says its a low priority but you re paying for it so who cares
"Join Politico's online chat at 1 pm ET/noon CT to talk health care, spending/debt/deficit & more: http://www.politico.com/arena/",Tue Nov 03 17:26:31 +0000 2009,False,other,join politico online chat pm et noon ct talk health care spending debt deficit,join politico s online chat at pm et noon ct to talk health care spending debt deficit more
"""Ryan shines as GOP seeks vision"" - http://www.jsonline.com/news/statepolitics/43705712.html",Sun Apr 26 17:34:51 +0000 2009,False,other,ryan shines gop seeks vision,ryan shines as gop seeks vision
"On CNBC's Squawk Box: ""If you believe in the principles that built this country, stick with us"" - http://tinyurl.com/c3rrmx",Wed Apr 29 16:41:06 +0000 2009,False,other,cnbc squawk box believe principles built country stick us,on cnbc s squawk box if you believe in the principles that built this country stick with us
"The facts speak for themselves, and we don't need to embellish them to make our case: http://www.wisn.com/video/20646967/index.html",Mon Aug 31 15:40:24 +0000 2009,False,other,facts speak need embellish make case,the facts speak for themselves and we don t need to embellish them to make our case
Transcript of Politico online chat: http://bit.ly/3d3zzV,Tue Nov 03 19:59:00 +0000 2009,False,other,transcript politico online chat,transcript of politico online chat
"House GOP and 23 Dems affirm budget MTI, but Majority rejects commonsense, bipartisan effort: http://tinyurl.com/dz26q2",Thu Apr 23 15:00:16 +0000 2009,False,other,house gop dems affirm budget mti majority rejects commonsense bipartisan effort,house gop and dems affirm budget mti but majority rejects commonsense bipartisan effort
"Delivered 1,990 page bill to Franklin Public Library earlier today - video: http://bit.ly/1uWelt",Fri Oct 30 20:57:54 +0000 2009,False,other,delivered page bill franklin public library earlier today video,delivered page bill to franklin public library earlier today video
On CNBC's Squawk Box: http://tinyurl.com/d32hpg,Fri Feb 13 14:12:38 +0000 2009,False,other,cnbc squawk box,on cnbc s squawk box
H.R. 3200 not only fails to address sky-rocketing health care costs; the legislation exacerbates the problem: http://tinyurl.com/PRyanRJT,Tue Jul 28 00:35:47 +0000 2009,False,other,h r fails address sky rocketing health care costs legislation exacerbates problem,h r not only fails to address sky rocketing health care costs the legislation exacerbates the problem
